{1, [43, 72, 53, 76, 63], [[0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.25055754346210724, 0.0], [0.0, 0.0, 0.39283662259455987, 0.0, 0.5718533571842558], [0.6619003593543281, 0.0, 0.0, 0.0, 0.430129317737724], [0.0, 0.0, 0.0, 0.0, 0.0]]}.
{16, [62, 43, 7, 63, 61], [[0.0, 0.0, 0.970522816491979, 0.0, 0.0], [0.9228798498277616, 0.0, 0.4510703789385828, 0.3849229768126121, 0.08707556131409155], [0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.9365430033491148, 0.6302521340174383, 0.0, 0.7314437311370935], [0.0, 0.0, 0.0, 0.36450345464333156, 0.0]]}.
{16, [56, 44, 68, 77, 74], [[0.0, 0.0, 0.970522816491979, 0.0, 0.0], [0.9228798498277616, 0.0, 0.4510703789385828, 0.3849229768126121, 0.08707556131409155], [0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.9365430033491148, 0.6302521340174383, 0.0, 0.7314437311370935], [0.0, 0.0, 0.0, 0.36450345464333156, 0.0]]}.
{16, [42, 11, 38, 35, 74], [[0.0, 0.0, 0.970522816491979, 0.0, 0.0], [0.9228798498277616, 0.0, 0.4510703789385828, 0.3849229768126121, 0.08707556131409155], [0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.9365430033491148, 0.6302521340174383, 0.0, 0.7314437311370935], [0.0, 0.0, 0.0, 0.36450345464333156, 0.0]]}.
{17, [43, 72, 53, 76, 63], [[0.0, 0.0, 0.0, 0.0, 0.5811931489601753], [0.7335033374967418, 0.0, 0.4315952352545672, 0.0, 0.0], [0.5373338932931964, 0.8279428348121431, 0.8561760108579671, 0.0, 0.0], [0.0, 0.0, 0.5690808389619005, 0.0, 0.603958591375106], [0.0, 0.0, 0.0, 0.7203306062461737, 0.0]]}.
{17, [29, 90, 34, 91, 61], [[0.0, 0.0, 0.0, 0.0, 0.5811931489601753], [0.7335033374967418, 0.0, 0.4315952352545672, 0.0, 0.0], [0.5373338932931964, 0.8279428348121431, 0.8561760108579671, 0.0, 0.0], [0.0, 0.0, 0.5690808389619005, 0.0, 0.603958591375106], [0.0, 0.0, 0.0, 0.7203306062461737, 0.0]]}.
{17, [62, 43, 7, 63, 61], [[0.0, 0.0, 0.0, 0.0, 0.5811931489601753], [0.7335033374967418, 0.0, 0.4315952352545672, 0.0, 0.0], [0.5373338932931964, 0.8279428348121431, 0.8561760108579671, 0.0, 0.0], [0.0, 0.0, 0.5690808389619005, 0.0, 0.603958591375106], [0.0, 0.0, 0.0, 0.7203306062461737, 0.0]]}.
{17, [56, 44, 68, 77, 74], [[0.0, 0.0, 0.0, 0.0, 0.5811931489601753], [0.7335033374967418, 0.0, 0.4315952352545672, 0.0, 0.0], [0.5373338932931964, 0.8279428348121431, 0.8561760108579671, 0.0, 0.0], [0.0, 0.0, 0.5690808389619005, 0.0, 0.603958591375106], [0.0, 0.0, 0.0, 0.7203306062461737, 0.0]]}.
{17, [42, 11, 38, 35, 74], [[0.0, 0.0, 0.0, 0.0, 0.5811931489601753], [0.7335033374967418, 0.0, 0.4315952352545672, 0.0, 0.0], [0.5373338932931964, 0.8279428348121431, 0.8561760108579671, 0.0, 0.0], [0.0, 0.0, 0.5690808389619005, 0.0, 0.603958591375106], [0.0, 0.0, 0.0, 0.7203306062461737, 0.0]]}.
{18, [43, 72, 53, 76, 63], [[0.0, 0.0, 0.0, 0.5491916668889204, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.26153957877425416, 0.0, 0.5435858272267128], [0.0, 0.12909838958039976, 0.0, 0.0, 0.0], [0.0, 0.0, 0.2704573777716768, 0.0, 0.9163617099178383]]}.
{18, [29, 90, 34, 91, 61], [[0.0, 0.0, 0.0, 0.5491916668889204, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.26153957877425416, 0.0, 0.5435858272267128], [0.0, 0.12909838958039976, 0.0, 0.0, 0.0], [0.0, 0.0, 0.2704573777716768, 0.0, 0.9163617099178383]]}.
{18, [62, 43, 7, 63, 61], [[0.0, 0.0, 0.0, 0.5491916668889204, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.26153957877425416, 0.0, 0.5435858272267128], [0.0, 0.12909838958039976, 0.0, 0.0, 0.0], [0.0, 0.0, 0.2704573777716768, 0.0, 0.9163617099178383]]}.
{18, [56, 44, 68, 77, 74], [[0.0, 0.0, 0.0, 0.5491916668889204, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.26153957877425416, 0.0, 0.5435858272267128], [0.0, 0.12909838958039976, 0.0, 0.0, 0.0], [0.0, 0.0, 0.2704573777716768, 0.0, 0.9163617099178383]]}.
{18, [42, 11, 38, 35, 74], [[0.0, 0.0, 0.0, 0.5491916668889204, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.26153957877425416, 0.0, 0.5435858272267128], [0.0, 0.12909838958039976, 0.0, 0.0, 0.0], [0.0, 0.0, 0.2704573777716768, 0.0, 0.9163617099178383]]}.
{19, [43, 72, 53, 76, 63], [[0.17590976173436756, 0.0, 0.9501740802020822, 0.0, 0.0], [0.0, 0.17235878832808793, 0.0, 0.9698461582977467, 0.0], [0.9679089694920865, 0.0, 0.0, 0.0, 0.8089688397622612], [0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0]]}.
{19, [29, 90, 34, 91, 61], [[0.17590976173436756, 0.0, 0.9501740802020822, 0.0, 0.0], [0.0, 0.17235878832808793, 0.0, 0.9698461582977467, 0.0], [0.9679089694920865, 0.0, 0.0, 0.0, 0.8089688397622612], [0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0]]}.
{19, [62, 43, 7, 63, 61], [[0.17590976173436756, 0.0, 0.9501740802020822, 0.0, 0.0], [0.0, 0.17235878832808793, 0.0, 0.9698461582977467, 0.0], [0.9679089694920865, 0.0, 0.0, 0.0, 0.8089688397622612], [0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0]]}.
{19, [56, 44, 68, 77, 74], [[0.17590976173436756, 0.0, 0.9501740802020822, 0.0, 0.0], [0.0, 0.17235878832808793, 0.0, 0.9698461582977467, 0.0], [0.9679089694920865, 0.0, 0.0, 0.0, 0.8089688397622612], [0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0]]}.
{19, [42, 11, 38, 35, 74], [[0.17590976173436756, 0.0, 0.9501740802020822, 0.0, 0.0], [0.0, 0.17235878832808793, 0.0, 0.9698461582977467, 0.0], [0.9679089694920865, 0.0, 0.0, 0.0, 0.8089688397622612], [0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0]]}.
{20, [43, 72, 53, 76, 63], [[0.698980950700013, 0.0, 0.0, 0.0, 0.7681580643525877], [0.6894897017238537, 0.4552848549741082, 0.0, 0.0, 0.6325978501413092], [0.0, 0.15301792174792928, 0.07917718753067315, 0.0, 0.6765501364650953], [0.0, 0.21666743161381274, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.46411005767999414]]}.
{20, [29, 90, 34, 91, 61], [[0.698980950700013, 0.0, 0.0, 0.0, 0.7681580643525877], [0.6894897017238537, 0.4552848549741082, 0.0, 0.0, 0.6325978501413092], [0.0, 0.15301792174792928, 0.07917718753067315, 0.0, 0.6765501364650953], [0.0, 0.21666743161381274, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.46411005767999414]]}.
{20, [62, 43, 7, 63, 61], [[0.698980950700013, 0.0, 0.0, 0.0, 0.7681580643525877], [0.6894897017238537, 0.4552848549741082, 0.0, 0.0, 0.6325978501413092], [0.0, 0.15301792174792928, 0.07917718753067315, 0.0, 0.6765501364650953], [0.0, 0.21666743161381274, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.46411005767999414]]}.
{20, [56, 44, 68, 77, 74], [[0.698980950700013, 0.0, 0.0, 0.0, 0.7681580643525877], [0.6894897017238537, 0.4552848549741082, 0.0, 0.0, 0.6325978501413092], [0.0, 0.15301792174792928, 0.07917718753067315, 0.0, 0.6765501364650953], [0.0, 0.21666743161381274, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.46411005767999414]]}.
{20, [42, 11, 38, 35, 74], [[0.698980950700013, 0.0, 0.0, 0.0, 0.7681580643525877], [0.6894897017238537, 0.4552848549741082, 0.0, 0.0, 0.6325978501413092], [0.0, 0.15301792174792928, 0.07917718753067315, 0.0, 0.6765501364650953], [0.0, 0.21666743161381274, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.46411005767999414]]}.
{21, [43, 72, 53, 76, 63], [[0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.6319235807939633, 0.3699306447326485, 0.21925255032696356], [0.0, 0.0, 0.904976518161351, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.7902893026620098, 0.42781536324214287, 0.0]]}.
{21, [29, 90, 34, 91, 61], [[0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.6319235807939633, 0.3699306447326485, 0.21925255032696356], [0.0, 0.0, 0.904976518161351, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.7902893026620098, 0.42781536324214287, 0.0]]}.
{21, [62, 43, 7, 63, 61], [[0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.6319235807939633, 0.3699306447326485, 0.21925255032696356], [0.0, 0.0, 0.904976518161351, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.7902893026620098, 0.42781536324214287, 0.0]]}.
{21, [56, 44, 68, 77, 74], [[0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.6319235807939633, 0.3699306447326485, 0.21925255032696356], [0.0, 0.0, 0.904976518161351, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.7902893026620098, 0.42781536324214287, 0.0]]}.
{21, [42, 11, 38, 35, 74], [[0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.6319235807939633, 0.3699306447326485, 0.21925255032696356], [0.0, 0.0, 0.904976518161351, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.7902893026620098, 0.42781536324214287, 0.0]]}.
{22, [43, 72, 53, 76, 63], [[0.21541788983202426, 0.0, 0.0, 0.8915148145355847, 0.9732892026588811], [0.0, 0.7071480820590711, 0.0, 0.0, 0.0], [0.0, 0.6502986389268112, 0.0, 0.0, 0.49771031879296723], [0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.5574845063196904, 0.019242853202430243, 0.0, 0.0]]}.
{22, [29, 90, 34, 91, 61], [[0.21541788983202426, 0.0, 0.0, 0.8915148145355847, 0.9732892026588811], [0.0, 0.7071480820590711, 0.0, 0.0, 0.0], [0.0, 0.6502986389268112, 0.0, 0.0, 0.49771031879296723], [0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.5574845063196904, 0.019242853202430243, 0.0, 0.0]]}.
{22, [62, 43, 7, 63, 61], [[0.21541788983202426, 0.0, 0.0, 0.8915148145355847, 0.9732892026588811], [0.0, 0.7071480820590711, 0.0, 0.0, 0.0], [0.0, 0.6502986389268112, 0.0, 0.0, 0.49771031879296723], [0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.5574845063196904, 0.019242853202430243, 0.0, 0.0]]}.
{22, [56, 44, 68, 77, 74], [[0.21541788983202426, 0.0, 0.0, 0.8915148145355847, 0.9732892026588811], [0.0, 0.7071480820590711, 0.0, 0.0, 0.0], [0.0, 0.6502986389268112, 0.0, 0.0, 0.49771031879296723], [0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.5574845063196904, 0.019242853202430243, 0.0, 0.0]]}.
{22, [42, 11, 38, 35, 74], [[0.21541788983202426, 0.0, 0.0, 0.8915148145355847, 0.9732892026588811], [0.0, 0.7071480820590711, 0.0, 0.0, 0.0], [0.0, 0.6502986389268112, 0.0, 0.0, 0.49771031879296723], [0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.5574845063196904, 0.019242853202430243, 0.0, 0.0]]}.
{23, [43, 72, 53, 76, 63], [[0.49109936220343453, 0.0, 0.0, 0.0, 0.0], [0.0, 0.62195779543173, 0.0, 0.0, 0.0], [0.0, 0.0, 0.05630176656985075, 0.14294522573714263, 0.0], [0.0, 0.0, 0.6264376994235376, 0.0, 0.9925066726735896], [0.0, 0.0, 0.0, 0.07434202515184252, 0.0]]}.
{23, [29, 90, 34, 91, 61], [[0.49109936220343453, 0.0, 0.0, 0.0, 0.0], [0.0, 0.62195779543173, 0.0, 0.0, 0.0], [0.0, 0.0, 0.05630176656985075, 0.14294522573714263, 0.0], [0.0, 0.0, 0.6264376994235376, 0.0, 0.9925066726735896], [0.0, 0.0, 0.0, 0.07434202515184252, 0.0]]}.
{23, [62, 43, 7, 63, 61], [[0.49109936220343453, 0.0, 0.0, 0.0, 0.0], [0.0, 0.62195779543173, 0.0, 0.0, 0.0], [0.0, 0.0, 0.05630176656985075, 0.14294522573714263, 0.0], [0.0, 0.0, 0.6264376994235376, 0.0, 0.9925066726735896], [0.0, 0.0, 0.0, 0.07434202515184252, 0.0]]}.
{23, [56, 44, 68, 77, 74], [[0.49109936220343453, 0.0, 0.0, 0.0, 0.0], [0.0, 0.62195779543173, 0.0, 0.0, 0.0], [0.0, 0.0, 0.05630176656985075, 0.14294522573714263, 0.0], [0.0, 0.0, 0.6264376994235376, 0.0, 0.9925066726735896], [0.0, 0.0, 0.0, 0.07434202515184252, 0.0]]}.
{23, [42, 11, 38, 35, 74], [[0.49109936220343453, 0.0, 0.0, 0.0, 0.0], [0.0, 0.62195779543173, 0.0, 0.0, 0.0], [0.0, 0.0, 0.05630176656985075, 0.14294522573714263, 0.0], [0.0, 0.0, 0.6264376994235376, 0.0, 0.9925066726735896], [0.0, 0.0, 0.0, 0.07434202515184252, 0.0]]}.
{24, [43, 72, 53, 76, 63], [[0.0, 0.0, 0.08190535391976772, 0.0, 0.0], [0.0, 0.7487929605318926, 0.9738218186255557, 0.0, 0.0564424046273192], [0.0, 0.26029990728734076, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.8977662051576248, 0.0], [0.0, 0.0, 0.0, 0.0, 0.3940538154152531]]}.
{24, [29, 90, 34, 91, 61], [[0.0, 0.0, 0.08190535391976772, 0.0, 0.0], [0.0, 0.7487929605318926, 0.9738218186255557, 0.0, 0.0564424046273192], [0.0, 0.26029990728734076, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.8977662051576248, 0.0], [0.0, 0.0, 0.0, 0.0, 0.3940538154152531]]}.
{24, [62, 43, 7, 63, 61], [[0.0, 0.0, 0.08190535391976772, 0.0, 0.0], [0.0, 0.7487929605318926, 0.9738218186255557, 0.0, 0.0564424046273192], [0.0, 0.26029990728734076, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.8977662051576248, 0.0], [0.0, 0.0, 0.0, 0.0, 0.3940538154152531]]}.
{24, [56, 44, 68, 77, 74], [[0.0, 0.0, 0.08190535391976772, 0.0, 0.0], [0.0, 0.7487929605318926, 0.9738218186255557, 0.0, 0.0564424046273192], [0.0, 0.26029990728734076, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.8977662051576248, 0.0], [0.0, 0.0, 0.0, 0.0, 0.3940538154152531]]}.
{24, [42, 11, 38, 35, 74], [[0.0, 0.0, 0.08190535391976772, 0.0, 0.0], [0.0, 0.7487929605318926, 0.9738218186255557, 0.0, 0.0564424046273192], [0.0, 0.26029990728734076, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.8977662051576248, 0.0], [0.0, 0.0, 0.0, 0.0, 0.3940538154152531]]}.
{25, [43, 72, 53, 76, 63], [[0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.05592129979828131], [0.0, 0.9392639799607475, 0.0, 0.09402113990406591, 0.0], [0.0, 0.0, 0.0, 0.21200691662887183, 0.0]]}.
{25, [29, 90, 34, 91, 61], [[0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.05592129979828131], [0.0, 0.9392639799607475, 0.0, 0.09402113990406591, 0.0], [0.0, 0.0, 0.0, 0.21200691662887183, 0.0]]}.
{25, [62, 43, 7, 63, 61], [[0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.05592129979828131], [0.0, 0.9392639799607475, 0.0, 0.09402113990406591, 0.0], [0.0, 0.0, 0.0, 0.21200691662887183, 0.0]]}.
{25, [56, 44, 68, 77, 74], [[0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.05592129979828131], [0.0, 0.9392639799607475, 0.0, 0.09402113990406591, 0.0], [0.0, 0.0, 0.0, 0.21200691662887183, 0.0]]}.
{25, [42, 11, 38, 35, 74], [[0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.05592129979828131], [0.0, 0.9392639799607475, 0.0, 0.09402113990406591, 0.0], [0.0, 0.0, 0.0, 0.21200691662887183, 0.0]]}.
{26, [43, 72, 53, 76, 63], [[0.0, 0.05029781659982535, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.12915893986698024, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.5839732175435381], [0.0, 0.0, 0.23172911368877558, 0.0, 0.0]]}.
{26, [29, 90, 34, 91, 61], [[0.0, 0.05029781659982535, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.12915893986698024, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.5839732175435381], [0.0, 0.0, 0.23172911368877558, 0.0, 0.0]]}.
{26, [62, 43, 7, 63, 61], [[0.0, 0.05029781659982535, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.12915893986698024, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.5839732175435381], [0.0, 0.0, 0.23172911368877558, 0.0, 0.0]]}.
{26, [56, 44, 68, 77, 74], [[0.0, 0.05029781659982535, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.12915893986698024, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.5839732175435381], [0.0, 0.0, 0.23172911368877558, 0.0, 0.0]]}.
{26, [42, 11, 38, 35, 74], [[0.0, 0.05029781659982535, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.12915893986698024, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.5839732175435381], [0.0, 0.0, 0.23172911368877558, 0.0, 0.0]]}.
{27, [43, 72, 53, 76, 63], [[0.0, 0.0, 0.0, 0.0, 0.968143706779911], [0.0, 0.5031041981805917, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0], [0.5602655916080433, 0.563019042670081, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.5946604120693875]]}.
{27, [29, 90, 34, 91, 61], [[0.0, 0.0, 0.0, 0.0, 0.968143706779911], [0.0, 0.5031041981805917, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0], [0.5602655916080433, 0.563019042670081, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.5946604120693875]]}.
{27, [62, 43, 7, 63, 61], [[0.0, 0.0, 0.0, 0.0, 0.968143706779911], [0.0, 0.5031041981805917, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0], [0.5602655916080433, 0.563019042670081, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.5946604120693875]]}.
{27, [56, 44, 68, 77, 74], [[0.0, 0.0, 0.0, 0.0, 0.968143706779911], [0.0, 0.5031041981805917, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0], [0.5602655916080433, 0.563019042670081, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.5946604120693875]]}.
{27, [42, 11, 38, 35, 74], [[0.0, 0.0, 0.0, 0.0, 0.968143706779911], [0.0, 0.5031041981805917, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0], [0.5602655916080433, 0.563019042670081, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.5946604120693875]]}.
{28, [43, 72, 53, 76, 63], [[0.0, 0.0, 0.0, 0.3179426360813631, 0.0], [0.0, 0.821745428142283, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.5117127217941617, 0.0, 0.0, 0.8733057190517745], [0.0, 0.0, 0.5858861856152346, 0.0, 0.0]]}.
{28, [29, 90, 34, 91, 61], [[0.0, 0.0, 0.0, 0.3179426360813631, 0.0], [0.0, 0.821745428142283, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.5117127217941617, 0.0, 0.0, 0.8733057190517745], [0.0, 0.0, 0.5858861856152346, 0.0, 0.0]]}.
{28, [62, 43, 7, 63, 61], [[0.0, 0.0, 0.0, 0.3179426360813631, 0.0], [0.0, 0.821745428142283, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.5117127217941617, 0.0, 0.0, 0.8733057190517745], [0.0, 0.0, 0.5858861856152346, 0.0, 0.0]]}.
{28, [56, 44, 68, 77, 74], [[0.0, 0.0, 0.0, 0.3179426360813631, 0.0], [0.0, 0.821745428142283, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.5117127217941617, 0.0, 0.0, 0.8733057190517745], [0.0, 0.0, 0.5858861856152346, 0.0, 0.0]]}.
{28, [42, 11, 38, 35, 74], [[0.0, 0.0, 0.0, 0.3179426360813631, 0.0], [0.0, 0.821745428142283, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.5117127217941617, 0.0, 0.0, 0.8733057190517745], [0.0, 0.0, 0.5858861856152346, 0.0, 0.0]]}.
{29, [43, 72, 53, 76, 63], [[0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.3902344648033268, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.2030227601857434], [0.0, 0.0, 0.0, 0.9048084329029747, 0.0], [0.0, 0.0, 0.0, 0.0, 0.022674701454685753]]}.
{29, [29, 90, 34, 91, 61], [[0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.3902344648033268, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.2030227601857434], [0.0, 0.0, 0.0, 0.9048084329029747, 0.0], [0.0, 0.0, 0.0, 0.0, 0.022674701454685753]]}.
{29, [62, 43, 7, 63, 61], [[0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.3902344648033268, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.2030227601857434], [0.0, 0.0, 0.0, 0.9048084329029747, 0.0], [0.0, 0.0, 0.0, 0.0, 0.022674701454685753]]}.
{29, [56, 44, 68, 77, 74], [[0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.3902344648033268, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.2030227601857434], [0.0, 0.0, 0.0, 0.9048084329029747, 0.0], [0.0, 0.0, 0.0, 0.0, 0.022674701454685753]]}.
{29, [42, 11, 38, 35, 74], [[0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.3902344648033268, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.2030227601857434], [0.0, 0.0, 0.0, 0.9048084329029747, 0.0], [0.0, 0.0, 0.0, 0.0, 0.022674701454685753]]}.
{30, [43, 72, 53, 76, 63], [[0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.2042627678535146, 0.0, 0.6901744344962724], [0.0, 0.0, 0.0, 0.0, 0.6411046458310291], [0.0, 0.0, 0.4348172285901829, 0.0, 0.0], [0.0, 0.6936023472276915, 0.0, 0.9496251595057562, 0.0]]}.
{30, [29, 90, 34, 91, 61], [[0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.2042627678535146, 0.0, 0.6901744344962724], [0.0, 0.0, 0.0, 0.0, 0.6411046458310291], [0.0, 0.0, 0.4348172285901829, 0.0, 0.0], [0.0, 0.6936023472276915, 0.0, 0.9496251595057562, 0.0]]}.
{30, [62, 43, 7, 63, 61], [[0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.2042627678535146, 0.0, 0.6901744344962724], [0.0, 0.0, 0.0, 0.0, 0.6411046458310291], [0.0, 0.0, 0.4348172285901829, 0.0, 0.0], [0.0, 0.6936023472276915, 0.0, 0.9496251595057562, 0.0]]}.
{30, [56, 44, 68, 77, 74], [[0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.2042627678535146, 0.0, 0.6901744344962724], [0.0, 0.0, 0.0, 0.0, 0.6411046458310291], [0.0, 0.0, 0.4348172285901829, 0.0, 0.0], [0.0, 0.6936023472276915, 0.0, 0.9496251595057562, 0.0]]}.
{30, [42, 11, 38, 35, 74], [[0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.2042627678535146, 0.0, 0.6901744344962724], [0.0, 0.0, 0.0, 0.0, 0.6411046458310291], [0.0, 0.0, 0.4348172285901829, 0.0, 0.0], [0.0, 0.6936023472276915, 0.0, 0.9496251595057562, 0.0]]}.
{31, [43, 72, 53, 76, 63], [[0.0, 0.14656054317845246, 0.0, 0.0, 0.0], [0.915823288952369, 0.0, 0.0, 0.21294723134629068, 0.0], [0.29262530885169813, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.11147486502954873, 0.22657547802611422], [0.0, 0.0, 0.0, 0.0, 0.0]]}.
{31, [29, 90, 34, 91, 61], [[0.0, 0.14656054317845246, 0.0, 0.0, 0.0], [0.915823288952369, 0.0, 0.0, 0.21294723134629068, 0.0], [0.29262530885169813, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.11147486502954873, 0.22657547802611422], [0.0, 0.0, 0.0, 0.0, 0.0]]}.
{31, [62, 43, 7, 63, 61], [[0.0, 0.14656054317845246, 0.0, 0.0, 0.0], [0.915823288952369, 0.0, 0.0, 0.21294723134629068, 0.0], [0.29262530885169813, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.11147486502954873, 0.22657547802611422], [0.0, 0.0, 0.0, 0.0, 0.0]]}.
{31, [56, 44, 68, 77, 74], [[0.0, 0.14656054317845246, 0.0, 0.0, 0.0], [0.915823288952369, 0.0, 0.0, 0.21294723134629068, 0.0], [0.29262530885169813, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.11147486502954873, 0.22657547802611422], [0.0, 0.0, 0.0, 0.0, 0.0]]}.
